semester,crn,full_number,number,title,seats_available,seats_total,location,day_of_week,start,end
Fall%202015,16004,PLCY0100-S01,PLCY0100,Introduction to Public Policy,943,999,Smith-Buonanno Hall 106,T,46800,51600
Fall%202015,15706,PLCY1700Y-S01,PLCY1700Y,Crisis Management,3,20,J. Walter Wilson 402,R,57600,66600
Fall%202015,15118,PLCY1700T-S01,PLCY1700T,Good Government,0,20,67 George Street 104,M,54000,63000
Fall%202015,16862,PLCY1910-S01,PLCY1910,Social Entrepreneurship,8,40,Salomon Center 203,T,67200,72000
Fall%202015,15192,PLCY2040-S01,PLCY2040,Policy Analysis and Program Evaluation ,3,40,54 College St-Gerard House 119,W,36000,45000
Fall%202015,16669,HMAN1971E-S01,HMAN1971E,Cross-Cultural Approaches to Death and Dying,1,20,J. Walter Wilson 403,W,54000,63000
Fall%202015,16606,HMAN1971M-S01,HMAN1971M,African American Religion and Politics,4,20,J. Walter Wilson 303,R,57600,66600
Fall%202015,16709,HMAN1971N-S01,HMAN1971N,"Music, Nature, Ecology",18,25,Smith-Buonanno Hall G01,R,57600,66600
Fall%202015,16609,HMAN1971P-S01,HMAN1971P,Research Seminar: Advanced Topics in the Theory and History of Property,15,20,Pembroke Hall 206,M,44400,53400
Fall%202015,16750,HMAN2970F-S01,HMAN2970F,"Law, Nationalism, and Colonialism",17,20,Sayles Hall 200,W,54000,63000
Fall%202015,16710,HMAN1971Q-S01,HMAN1971Q,Killing Times: The Temporal Technology of the Death Penalty,16,25,Rockefeller Library 412,M,54000,63000
Fall%202015,17179,HMAN1971S-S01,HMAN1971S,Introduction to iPhone/iPad Moviemaking Using 3-D and 4K Comparisons,1,20,Pembroke Hall 003,T,57600,66600
Fall%202015,15191,HMAN2970P-S01,HMAN2970P,Art and Philosophy in the Nineteenth Century,20,20,Salomon Center 003,W,54000,63000
Fall%202015,14864,PRSN0100-S01,PRSN0100,Basic Persian,14,18,195 Angell Street 211,M,46800,49800
Fall%202015,14865,PRSN0300-S01,PRSN0300,Intermediate Persian Language and Culture,14,18,Rockefeller Library A9,T,37800,42600
Fall%202015,14866,PRSN0500-S01,PRSN0500,Advanced Persian Language and Culture I,15,18,Rockefeller Library A9,T,52200,57000
Fall%202015,16256,AFRI1050T-S01,AFRI1050T,Slave Resistance and Moral Order in Environmental History,995,999,Churchill House 106,M,43200,46200
Fall%202015,16249,AFRI1020E-S01,AFRI1020E,Race and Visual Culture,-4,12,Churchill House 106,T,32400,37200
Fall%202015,16248,AFRI1010C-S01,AFRI1010C,"Race, Gender, Ethics and Environmental Justice",9,20,Churchill House B9,T,57600,66600
Fall%202015,16229,AFRI1210-S01,AFRI1210,Afro-Brazilians and the Brazilian Polity,34,40,Churchill House B9,W,54000,63000
Fall%202015,16226,AFRI1110-S01,AFRI1110,Voices Beneath the Veil,36,40,Churchill House 106,T,37800,42600
Fall%202015,16227,AFRI0090-S01,AFRI0090,An Introduction to Africana Studies,955,999,Wilson Hall 101,T,46800,51600
Fall%202015,16228,AFRI0210-S01,AFRI0210,Afro Latin Americans and Blackness in the Americas,984,999,Churchill House 106,T,52200,57000
Fall%202015,16236,AFRI1150-S01,AFRI1150,Afro-Caribbean Philosophy,983,999,Churchill House 106,M,50400,53400
Fall%202015,16231,AFRI1630-S01,AFRI1630,Modernist Africana Poetry of the Americas,3,20,Churchill House 106,R,57600,66600
Fall%202015,16230,AFRI1620-S01,AFRI1620,Black New Orleans: A Research Seminar,10,20,Churchill House 106,T,57600,66600
Fall%202015,14847,ASYR2800-S01,ASYR2800,Archaeologies of Text,31,40,Wilbour Hall 301,W,54000,63000
Fall%202015,14845,ASYR1700-S01,ASYR1700,"Astronomy, Divination and Politics in the Ancient World",985,999,Rockefeller Library 205,T,37800,42600
Fall%202015,15197,ASYR2450-S02,ASYR2450,Akkadian Texts of the Late Bronze Age,10,15,Wilbour Hall 301,F,46800,55800
Fall%202015,16890,ASYR1000-S01,ASYR1000,Introduction to Akkadian,8,15,Sayles Hall 200,W,63600,72600
Fall%202015,15990,RELS0025-S01,RELS0025,Wealth: Religious Approaches,992,999,111 Thayer St-Watson Institute 112,T,52200,57000
Fall%202015,15873,RELS0055-S01,RELS0055,Modern Problems of Belief,961,999,Bio Med Center 291,M,50400,53400
Fall%202015,15994,RELS0290E-S01,RELS0290E,Engaged Buddhism,12,40,Smith-Buonanno Hall G12,R,57600,66600
Fall%202015,15874,RELS0090J-S01,RELS0090J,Death and Afterlife in the Biblical Tradition,12,20,59 George St- S. Miller House 101,R,57600,66600
Fall%202015,17125,RELS0405-S01,RELS0405,Jesus and the Gospels,978,999,59 George St- S. Miller House 101,T,46800,51600
Fall%202015,15992,RELS0090K-S01,RELS0090K,Christmas in America,4,20,J. Walter Wilson 202,W,54000,63000
Fall%202015,16897,AMST0191T-S01,AMST0191T,American Identities: Memoir and Autobiography in the Twentieth Century,8,17,Norwood House 101,T,46800,51600
Fall%202015,15639,AMST0150M-S02,AMST0150M,95 North: New York Fictions  ,1,20,J. Walter Wilson 303,T,52200,57000
Fall%202015,16869,AMST0191U-S01,AMST0191U,Imagining the American Mind,0,17,Norwood House 101,T,32400,37200
Fall%202015,15010,AMST1250B-S01,AMST1250B,Gravestones and Burying Grounds,982,999,Smith-Buonanno Hall G01,T,37800,42600
Fall%202015,16514,AMST1500A-S01,AMST1500A,Research and Transnational Communities: Qualitative Fieldwork Methods,4,20,Sayles Hall 200,F,54000,63000
Fall%202015,16265,AMST1700D-S01,AMST1700D,Race and Remembering,1,20,Salomon Center 203,W,54000,62400
Fall%202015,15011,AMST1510-S01,AMST1510,Museum Collecting and Collections,25,40,357 Benefit St - Nightingale 201,T,46800,51600
Fall%202015,16515,AMST1600B-S01,AMST1600B,"Global China: Flows, Forces, and Friction",75,100,Kassar House FOX,M,43200,46200
Fall%202015,15013,AMST1904B-S01,AMST1904B,Henry James Goes to the Movies,14,20,Wilson Hall 109,R,57600,66600
Fall%202015,16190,ANTH0310-S01,ANTH0310,Human Evolution,934,999,Bio Med Center 291,T,52200,57000
Fall%202015,16191,ANTH0450-S01,ANTH0450,"Inequality, Sustainability, and Mobility in a Car-Clogged World",990,999,130 Hope St (Feinstein Bldg.) 104,T,52200,57000
Fall%202015,16208,ANTH0110-S01,ANTH0110,"Anthropology and Global Social Problems: Environment, Development, and Governance",897,999,Salomon Center 001,M,50400,53400
Fall%202015,16880,ANTH0066J-S01,ANTH0066J,So You Want to Change the World?,0,20,Giddings House 212,T,50400,57000
Fall%202015,16192,ANTH0800-S01,ANTH0800,Sound and Symbols: Introduction to Linguistic Anthropology,935,999,MacMillan Hall 115,M,46800,49800
Fall%202015,16195,ANTH1221-S01,ANTH1221,Anthropology of Masculinity,985,999,Wilson Hall 203,T,52200,57000
Fall%202015,16196,ANTH1224-S01,ANTH1224,"Human Trafficking, Transnationalism, and the Law",977,999,Salomon Center 203,T,32400,37200
Fall%202015,16730,ANTH1201-S01,ANTH1201,An Introduction to GIS and Spatial Analysis for Anthropologists and Archaeologists ,5,20,CIT Center (Thomas Watson CIT) 265,T,32400,37200
Fall%202015,16198,ANTH1236-S01,ANTH1236,Urban Life: Anthropology in and of the City,982,999,Wilson Hall 301,T,46800,51600
Fall%202015,16800,ANTH1910H-S01,ANTH1910H,Anthropological Approaches to World Issues: Locating Migration ,4,20,Giddings House 114,M,54000,63000
Spring%202016,25637,UNIV0400-S02,UNIV0400,Beyond Narnia: The Literature of C.S. Lewis,-6,22,Smith-Buonanno Hall G12,W,54000,63000
Spring%202016,25636,UNIV0400-S01,UNIV0400,Beyond Narnia: The Literature of C.S. Lewis,-6,22,Smith-Buonanno Hall G01,F,54000,63000
Spring%202016,26366,UNIV0480-S01,UNIV0480,Buddhist Ethical Theory,1,20,J. Walter Wilson 403,M,54000,63000
Spring%202016,24949,UNIV0540-S01,UNIV0540,Introduction to Contemplative Studies,19,40,111 Thayer St-Watson Institute 112,W,54000,63000
Spring%202016,26010,UNIV1000-S01,UNIV1000,Cognitive Neuroscience of Meditation,0,30,Churchill House 106,M,54000,63000
Spring%202016,24244,UNIV1001-S01,UNIV1001,The Israeli-Palestinian Conflict: Contested Narratives,979,999,Smith-Buonanno Hall G18,M,39600,42600
Spring%202016,24583,UNIV1520-S01,UNIV1520,The Shaping of World Views,980,999,Wilson Hall 205,M,50400,53400
Spring%202016,25039,TAPS0030-S01,TAPS0030,Introduction to Acting and Directing,-3,18,Lyman Hall 002,T,34200,42600
Spring%202016,25046,TAPS0100-S01,TAPS0100,Playwriting I,14,14,Lyman Hall 005,T,46800,57000
Spring%202016,25040,TAPS0030-S02,TAPS0030,Introduction to Acting and Directing,2,18,Lyman Hall 002,T,54000,62400
Spring%202016,25059,TAPS0200-S01,TAPS0200,Playwriting II,10,14,Lyman Hall 005,F,46800,57000
Spring%202016,26249,TAPS0080-S01,TAPS0080,Asian American Theatre and Performance in Transnational Contexts,11,20,Lyman Hall 211,M,46800,51600
Spring%202016,25042,TAPS0220-S02,TAPS0220,Persuasive Communication,18,18,Lyman Hall 007,M,46800,57000
Spring%202016,25041,TAPS0220-S01,TAPS0220,Persuasive Communication,18,18,Lyman Hall 007,M,32400,42600
Spring%202016,25043,TAPS0220-S03,TAPS0220,Persuasive Communication,18,18,Lyman Hall 005,M,32400,42600
Spring%202016,25044,TAPS0220-S04,TAPS0220,Persuasive Communication,18,18,Lyman Hall 005,M,46800,57000
Spring%202016,25027,TAPS0330-S01,TAPS0330,"Mande Dance, Music and Culture",39,100,Lyman Hall 026,R,57600,64200
Spring%202016,25036,TAPS0230-S01,TAPS0230,Acting,4,20,Lyman Hall 002,M,43200,53400
Spring%202016,25045,TAPS0220-S05,TAPS0220,Persuasive Communication,7,18,Lyman Hall 211,M,32400,42600
Spring%202016,25058,TAPS0250-S01,TAPS0250,Introduction to Technical Theatre and Production,-2,15,50 John Street 106,M,36000,42600
Spring%202016,25037,TAPS0930A-S01,TAPS0930A,The Actor's Instrument: Voice and Speech,6,16,Lyman Hall 002,M,57600,64200
Spring%202016,25052,TAPS1210-S01,TAPS1210,Solo Performance,12,20,Stuart Theatre STRASBERG,T,46800,57000
Spring%202016,25851,TAPS1160-S01,TAPS1160,Style and Performance,3,20,Stuart Theatre STRASBERG,T,32400,42600
Spring%202016,25047,TAPS1240-S01,TAPS1240,Performance Historiography and Theatre History,21,35,Lyman Hall 007,T,37800,42600
Spring%202016,25049,TAPS1250-S01,TAPS1250,Twentieth-Century Western Theatre and Performance,977,999,Lyman Hall 007,T,46800,51600
Spring%202016,25069,TAPS1300-S01,TAPS1300,Advanced Set Design,5,10,50 John Street 220,W,46800,60600
Spring%202016,25207,TAPS1281Z-S01,TAPS1281Z,Artists and Scientists as Partners: Theory to Practice ,16,30,Granoff Ctr for Creative Arts N420,T,52200,57000
Spring%202016,25032,TAPS1370-S01,TAPS1370,New Works/World Traditions,994,999,Lyman Hall 026,S,54000,68400
Spring%202016,26424,TAPS1355-S01,TAPS1355,Indian Classical Performance: Natyasastra Theory and Practice,982,999,Lyman Hall 026,M,36000,42600
Spring%202016,25033,TAPS1360-S01,TAPS1360,Dance Performance and Repertory,15,20,Lyman Hall 026,W,66600,77400
Spring%202016,25624,TAPS1345-S01,TAPS1345,"Dance and the Visual Arts after 1960: Performing the Everyday, Choreographing the Museum",32,40,Lyman Hall 212,M,54000,63000
Spring%202016,26388,TAPS1315-S01,TAPS1315,Digital Design for the Theatre,12,15,Granoff Ctr for Creative Arts N320,W,32400,42600
Spring%202016,25026,TAPS1340-S01,TAPS1340,Dance Styles,8,40,Lyman Hall 026,T,52200,57000
Spring%202016,25060,TAPS1500L-S01,TAPS1500L,Acting Together on the World Stage: Writing and Political Performance,-4,12,Granoff Ctr for Creative Arts N430,F,54000,64200
Spring%202016,25647,TAPS1670-S01,TAPS1670,Latino/a Theatre and Performance,985,999,Lyman Hall 007,T,52200,57000
Spring%202016,25055,TAPS2310-S01,TAPS2310,Graduate Playwriting,2,8,Lyman Hall 212,R,39600,57000
Spring%202016,26083,TAPS1500H-S01,TAPS1500H,Advanced Writing for Performance,12,17,Lyman Hall 212,M,37200,46200
Spring%202016,26066,TAPS2200C-S01,TAPS2200C,"Inter(in)animations: Studies in Liminalities, Intervals, Alienations, and Performance",28,40,Lyman Hall 212,W,54000,63000
Spring%202016,24044,SIGN0200-S01,SIGN0200,"American Sign Language I, II",7,18,J. Walter Wilson 301,M,39600,42600
Spring%202016,25829,SIGN0200-S02,SIGN0200,"American Sign Language I, II",4,18,Smith-Buonanno Hall G01,M,32400,35400
Spring%202016,24045,SIGN0400-S01,SIGN0400,American Sign Language IV,10,18,J. Walter Wilson 301,T,46800,51600
Spring%202016,24409,SOC0170-S01,SOC0170,The Family,891,999,85 Waterman Street 130,M,32400,35400
Spring%202016,24410,SOC0300K-S01,SOC0300K,Inequalities and Health,2,20,J. Walter Wilson 503,W,54000,63000
Spring%202016,26141,SOC0310-S01,SOC0310,Theory and Practice of Engaged Scholarship (ESP Seminar),9,20,Wilson Hall 303,R,57600,66600
Spring%202016,24412,SOC1020-S01,SOC1020,Methods of Social Research,913,999,Wilson Hall 102,M,39600,42600
Spring%202016,24072,SOC1100-S01,SOC1100,Introductory Statistics for Social Research,41,144,List Art Center 120,T,32400,37200
Spring%202016,25761,SOC1115-S01,SOC1115,"The Enlightened Entrepreneur: Changemakers, Inspired Protagonists and Unreasonable People",976,999,Wilson Hall 302,T,32400,37200
Spring%202016,24414,SOC1260-S01,SOC1260,Market Research in Public and Private Sectors,931,999,Wilson Hall 302,M,36000,39000
Spring%202016,24415,SOC1315-S01,SOC1315,Macro-Organizational Theory: Organizations in Social Context,842,999,Salomon Center 001,T,37800,42600
Spring%202016,24419,SOC1620-S01,SOC1620,Globalization and Social Conflict,849,999,Metcalf Research Building AUD,T,52200,57000
Spring%202016,24423,SOC1870K-S01,SOC1870K,Demographics and Development,9,20,111 Thayer St-Watson Institute 116,R,57600,66600
Spring%202016,24416,SOC1330-S01,SOC1330,Remaking the City,964,999,Wilson Hall 301,T,46800,51600
Spring%202016,24422,SOC1870A-S01,SOC1870A,Investing in Social Change,-1,18,111 Thayer St-Watson Institute 114,T,52200,57000
Spring%202016,24424,SOC1871D-S01,SOC1871D,Sophomore Seminar in Sociology of Development,-1,20,Barus & Holley 155,M,54000,63000
Spring%202016,24425,SOC2020-S01,SOC2020,Multivariate Statistical Methods II,7,20,Maxcy Hall 108,T,46800,57600
Spring%202016,24420,SOC1950-S01,SOC1950,Senior Seminar,983,999,Maxcy Hall 010,M,28800,31800
Spring%202016,25806,SOC1871M-S01,SOC1871M,Theories of the Third Sector and Civil Society,9,20,Sayles Hall 005,T,57600,66600
Spring%202016,25718,SOC1871L-S01,SOC1871L,"Migration, Displacement and Emerging Community Experiences: Contemporary Turkey",10,20,Wilson Hall 203,M,54000,63000
Spring%202016,26285,SOC1872E-S01,SOC1872E,"Global Sociology: Capitalism, Colonialism and the Making of the Modern World",12,20,Smith-Buonanno Hall 206,T,57600,66600
Spring%202016,25464,SOC1872B-S01,SOC1872B,Sociology of Money,-1,20,Wilson Hall 203,W,54000,63000
Spring%202016,24429,SOC2240-S01,SOC2240,Event History Analysis,10,20,Maxcy Hall 108,T,32400,43200
Spring%202016,24426,SOC2050-S01,SOC2050,Contemporary Sociology,15,25,Maxcy Hall 108,W,46800,57600
Spring%202016,25678,SOC2260D-S01,SOC2260D,"Race, Ethnicity, and Nation:  Boundaries, Identities, Inequalities",12,25,Maxcy Hall 108,F,50400,61200
Spring%202016,24427,SOC2210-S01,SOC2210,Qualitative Methods,11,20,Maxcy Hall 108,R,50400,61200
Spring%202016,26596,SOC2230-S02,SOC2230,Techniques of Demographic Analysis,16,20,68 Waterman Mencoff Hall 206,W,32400,43200
Spring%202016,26105,SOC2030-S01,SOC2030,"Social Stratification, Inequality and Mobility",16,25,Maxcy Hall 108,R,32400,43200
Spring%202016,24432,SOC2360-S01,SOC2360,Fertility,16,20,Maxcy Hall 108,M,32400,43200
Spring%202016,25634,SOC2960K-S01,SOC2960K,Comparative Political Sociology,3,20,Maxcy Hall 108,F,32400,43200
Spring%202016,25717,SOC2960X-S02,SOC2960X,Bureaucracy and Regulation in Comparative Perspective,17,25, ,M,50400,61200
Spring%202016,25999,SOC2961C-S01,SOC2961C,Family Demography,21,25, ,M,50400,61200
Spring%202016,25850,SOC2612-S01,SOC2612,Geographic Information Systems and Spatial Analysis for the Social Sciences,10,20,Maxcy Hall 001,W,32400,43200
Spring%202016,25598,RUSS0200-S01,RUSS0200,Introductory Russian,10,18,Wilson Hall 103,M,32400,35400
Spring%202016,25213,RUSS0110-S01,RUSS0110,Intensive Russian,11,18,111 Thayer St-Watson Institute 112,M,43200,46200
Spring%202016,25220,RUSS0320A-S01,RUSS0320A,"Dostoevsky's ""The Brothers Karamazov"" - The Art of the Novel",2,20,111 Thayer St-Watson Institute 116,M,54000,63000
Spring%202016,25601,RUSS0600-S01,RUSS0600,Advanced Russian,3,18,Wilson Hall 203,T,43200,46200
Spring%202016,25600,RUSS0400-S01,RUSS0400,Intermediate Russian,5,18,111 Thayer St-Watson Institute 112,M,39600,42600
Spring%202016,25599,RUSS0200-S02,RUSS0200,Introductory Russian,6,18,Wilson Hall 205,M,39600,42600
Spring%202016,25216,RUSS1120-S01,RUSS1120,Special Topics in Russian Studies II: Advanced Reading and Conversation,9,18,111 Thayer St-Watson Institute 116,M,43200,46200
Spring%202016,25217,RUSS1300-S01,RUSS1300,Russian Literature in Translation II: Tolstoy to Solzhenitsyn,990,999,Sayles Hall 005,M,50400,53400
Spring%202016,25214,RUSS1200-S01,RUSS1200,Russian Fantasy and Science Fiction,987,999,Barus & Holley 157,T,37800,42600
Spring%202016,25218,RUSS2810-S01,RUSS2810,Russian Poetry: Silver Age,34,40,Sayles Hall 300,M,54000,63000
Spring%202016,26005,RUSS1320-S02,RUSS1320,Soviet Literature from 1917 to 1953,22,30,Barus & Holley 159,M,46800,49800
Spring%202016,25215,RUSS2410-S01,RUSS2410,Movements and Genres in Russian Literary Culture,38,40,101 Thayer Street (VGQ 1st fl) 116A,W,54000,63000
Spring%202016,26233,RUSS1350-S01,RUSS1350,"Putin, Russia and the New Conflict with the West: Reading Modern Russian Culture",983,999,Barus & Holley 157,T,32400,37200
Spring%202016,24565,POBS0200-S01,POBS0200,Elementary Portuguese,992,999,Wilson Hall 105,T,46800,51600
Spring%202016,24571,POBS0110-S01,POBS0110,Intensive Portuguese,989,999,Smith-Buonanno Hall G01,T,37800,42600
Spring%202016,24580,POBS0620-S01,POBS0620,Mapping Portuguese-Speaking Cultures: Portugal and Africa,983,999,159 George St-Meiklejohn House 102,T,52200,57000
Spring%202016,25224,POBS0990-S01,POBS0990,Mapping Cross-Cultural Identities,6,22,Salomon Center 202,W,54000,63000
Spring%202016,24572,POBS0400-S01,POBS0400,Writing and Speaking Portuguese,989,999,Smith-Buonanno Hall G12,M,36000,39000
Spring%202016,25602,POBS1600D-S01,POBS1600D,Portuguese Discoveries and Early Modern Globalization,36,40,94 Waterman Street- CSSJ 110,T,37800,43200
Spring%202016,26332,POBS1601H-S01,POBS1601H,"Contemporary Migrations: Movements, Experiences and Policies of Belonging",39,40,159 George St-Meiklejohn House 102,F,34200,43200
Spring%202016,24576,POBS1090-S01,POBS1090,Portuguese-speaking Cultures Via Film ,11,20,Wilson Hall 103,T,46800,51600
Spring%202016,26100,POBS1800E-S01,POBS1800E,The Brazilian Puzzle: Confronting the Post-Colonial Legacy,31,40,159 George St-Meiklejohn House 102,M,54000,63000
Spring%202016,25225,POBS1740-S01,POBS1740,Artful Teaching: Intersecting the Arts with Foreign and Second Language Acquisition,1,28,Granoff Ctr for Creative Arts N430,F,33600,42600
Spring%202016,24594,POBS2020A-S01,POBS2020A,Applied Linguistics for ESL,0,15,1 Davol Square 203,M,57600,66600
Spring%202016,25557,POBS2120A-S01,POBS2120A,ESL Methodology Assessment and Evaluation,27,40,1 Davol Square 203,T,57600,66600
Spring%202016,26464,POBS2500M-S01,POBS2500M,Braz Lit as World Lit: Modern Prose Fiction + the Internationalization of Lit Syst in the Global Ag,34,40,159 George St-Meiklejohn House 102,W,54000,63000
Spring%202016,24753,POBS2500K-S01,POBS2500K,Senses and Sensibilities in the Nineteenth Century Portuguese Novel,34,40,159 George St-Meiklejohn House 102,R,57600,66600
Spring%202016,25221,PLSH0200-S01,PLSH0200,Introductory Polish,997,999,Wilson Hall 106,M,36000,39000
Spring%202016,26503,PLSH0100-S01,PLSH0100,Introductory Polish,994,999,Wilson Hall 106,T,46800,49800
Spring%202016,25222,PLSH0400-S01,PLSH0400,Intermediate Polish,993,999,Wilson Hall 106,M,39600,42600
Spring%202016,26320,PHIL0110-S01,PHIL0110,The Nature of Fiction,989,999,Salomon Center 202,M,43200,46200
Spring%202016,25201,PHIL0300D-S01,PHIL0300D,Love and Friendship,971,999,Salomon Center 202,T,32400,37200
Spring%202016,24473,PHIL0100-S01,PHIL0100,Critical Reasoning,947,999,Wilson Hall 101,M,32400,35400
Spring%202016,24255,PHIL0360-S01,PHIL0360,Early Modern Philosophy,944,999,Bio Med Center 291,M,43200,46200
Spring%202016,24254,PHIL0010-S01,PHIL0010,The Place of Persons,912,999,Smith-Buonanno Hall 106,M,39600,42600
Spring%202016,24266,PHIL1520-S01,PHIL1520,Consciousness,18,50,Wilson Hall 101,T,46800,51600
Spring%202016,24261,PHIL0880-S01,PHIL0880,Ethical Themes in the Contemporary American Short Story,984,999,Rockefeller Library 205,M,50400,53400
Spring%202016,26007,PHIL1260-S01,PHIL1260,Plato,981,999,Salomon Center 202,T,67200,72000
Spring%202016,26146,PHIL0990F-S01,PHIL0990F,Perception,12,20,J. Walter Wilson 201,R,57600,66600
Spring%202016,26272,PHIL1100E-S01,PHIL1100E,Moral Emotions,981,999,Barus & Holley 163,M,46800,49800
Spring%202016,24264,PHIL1420-S01,PHIL1420,Philosophy and Poetry,986,999,Salomon Center 202,T,37800,42600
Spring%202016,24271,PHIL1620-S01,PHIL1620,Philosophy of Quantum Mechanics,916,999,Wilson Hall 101,T,52200,57000
Spring%202016,24265,PHIL1650-S01,PHIL1650,Moral Theories,976,999,Rockefeller Library A9,T,46800,51600
Spring%202016,24268,PHIL1730-S01,PHIL1730,Nietzsche,969,999,Salomon Center 203,T,52200,57000
Spring%202016,25210,PHIL1810B-S01,PHIL1810B,Expressivism,31,40,Salomon Center 202,R,57600,66600
Spring%202016,25089,PHIL2050G-S01,PHIL2050G,Higher-Order Evidence,36,40,101 Thayer Street (VGQ 1st fl) 116A,M,54000,63000
Spring%202016,25430,PHIL2060A-S01,PHIL2060A,Concepts,35,40,J. Walter Wilson 403,W,54000,63000
Spring%202016,24274,PHIL1890B-S01,PHIL1890B,Wittgenstein,8,20,45 Prospect St-CorlissBrackett 106,R,54000,63000
Spring%202016,24253,PHIL1880-S01,PHIL1880,Advanced Deductive Logic,979,999,Wilson Hall 203,M,36000,39000
Spring%202016,24260,PHIL1760-S01,PHIL1760,Philosophy of Language,988,999,Salomon Center 203,M,46800,49800
Spring%202016,24272,PHIL2030A-S01,PHIL2030A,Moral Psychology,35,40,Sayles Hall 104,R,57600,66600
Spring%202016,25810,PHIL2070M-S01,PHIL2070M,Moral Realism,34,40,45 Prospect St-CorlissBrackett 106,M,54000,63000
Spring%202016,26453,PHIL2190F-S01,PHIL2190F,Kant and the Development of German Idealism,37,40,Barus & Holley 157,T,57600,66600
Spring%202016,25615,PHIL2100L-S01,PHIL2100L,Political Authority and Its Limits,30,40,Partridge Hall 104,M,54000,63000
Spring%202016,25943,PHIL2160N-S01,PHIL2160N,"Ethics, Fiction, and the University",37,40,Rockefeller Library 205,M,54000,63000
Spring%202016,24278,PHIL2080F-S01,PHIL2080F,Kant's Political Philosophy,35,40,45 Prospect St-CorlissBrackett 106,W,54000,63000
Spring%202016,26283,PHIL2190G-S02,PHIL2190G,Recent Work on Moral Obligation,35,40, ,W,63900,72900
Spring%202016,24855,NEUR0650-S01,NEUR0650,Biology of Hearing,877,999,Wilson Hall 102,M,46800,49800
Spring%202016,24851,NEUR0700-S01,NEUR0700,Psychoactive Drugs and Society,55,98,S. Frank Hall for Life Science MARC,M,54000,58800
Spring%202016,26705,NEUR0680-S01,NEUR0680,Introduction to Computational Neuroscience,976,999,S. Frank Hall for Life Science 450,T,37800,42600
Spring%202016,24859,NEUR1020-S01,NEUR1020,Principles of Neurobiology,898,999,Smith-Buonanno Hall 106,T,32400,37200
Spring%202016,24857,NEUR1600-S01,NEUR1600,Experimental Neurobiology,4,18, ,W,46800,64200
Spring%202016,24849,NEUR1040-S01,NEUR1040,Introduction to Neurogenetics,984,999,Smith-Buonanno Hall 201,T,37800,42600
Spring%202016,24798,NEUR1930C-S01,NEUR1930C,Development of the Nervous System,15,15,S. Frank Hall for Life Science 318,T,57600,66600
Spring%202016,24860,NEUR1940G-S01,NEUR1940G,Drugs and the Brain,3,15,S. Frank Hall for Life Science 350,W,61200,70200
Spring%202016,24856,NEUR1940B-S01,NEUR1940B,Neuroethology,15,20,Wilson Hall 109A,M,54000,63000
Spring%202016,24858,NEUR2110-S01,NEUR2110,Statistical Neuroscience,18,18,S. Frank Hall for Life Science 318,M,61200,72000
Spring%202016,25680,LANG2900-S01,LANG2900,The Theory and Practice of Foreign Language Learning and Teaching,27,40,195 Angell Street 202,T,32400,41400
Spring%202016,24879,MGRK0200-S01,MGRK0200,Introduction to Modern Greek,996,999,101 Thayer Street (VGQ 1st fl) 116A,M,43200,46200
Spring%202016,24918,MGRK0600-S01,MGRK0600,Advanced Modern Greek,998,999,Wilson Hall 106,T,32400,37200
Spring%202016,24920,MGRK0400-S01,MGRK0400,Intermediate Modern Greek,997,999,Wilbour Hall 102A,M,54000,58800
Spring%202016,24004,MCM0240-S01,MCM0240,Television Studies,972,999,Salomon Center 202,T,46800,49800
Spring%202016,24010,MCM0710-S01,MCM0710,Introduction to Filmmaking: Time and Form,27,40,135 Thayer Street 101,R,57600,67800
Spring%202016,26663,MCM0730-S01,MCM0730,Introduction to Video Production: Critical Strategies and Histories,30,40,135 Thayer Street 101,F,36000,46200
Spring%202016,25881,MCM0750-S01,MCM0750,Art in Digital Culture,20,40,135 Thayer Street 102,M,54000,67800
Spring%202016,24953,MCM0901R-S01,MCM0901R,Altered Cinema: The Cultural Politics of Film Revision,13,20,155 George Street 106,T,57600,66600
Spring%202016,24950,MCM0901S-S01,MCM0901S,"Mediating Reproduction: Feminism, Art, Activism",5,20,135 Thayer Street 102,T,37800,42600
Spring%202016,26210,MCM1203H-S01,MCM1203H,The Visual Culture of Freedom,35,50,Smith-Buonanno Hall 201,T,32400,37200
Spring%202016,24218,MCM1203F-S01,MCM1203F,The Aesthetics of Political Cinema:  From Montage to Political Modernism,36,50,Wilson Hall 305,T,52200,57000
Spring%202016,25823,MCM1110-S01,MCM1110,The Theory of the Sign,987,999,155 George Street 106,T,37800,42600
Spring%202016,25682,MCM1504U-S01,MCM1504U,Amor Mundi: Visual Universal Declaration of Human Rights,0,15,Granoff Ctr for Creative Arts 220,M,54000,63000
Spring%202016,26214,MCM1203I-S01,MCM1203I,"Media, or Affect",39,50,Barus & Holley 153,T,67200,72000
Spring%202016,24012,MCM1501I-S01,MCM1501I,Reading Marx,6,15,155 George Street 106,F,50400,59400
Spring%202016,26218,MCM1504X-S01,MCM1504X,Landscape and Japanese Cinema,6,15,155 George Street 106,R,57600,66600
Spring%202016,26217,MCM1504Y-S01,MCM1504Y,Spatial Audio: Envelopment & Immersion,13,15,Rhode Island School of Design ,M,66600,77400
Spring%202016,26213,MCM1701A-S01,MCM1701A,Art/Gender/Technology,24,40,135 Thayer Street 102,T,57600,71400
